50.92225145,88.21011900,679.0
50.92227000,88.21011000,679.0
50.92228000,88.21038000,680.0
50.92215000,88.21090000,679.0
50.92159000,88.21234000,685.0
50.92150000,88.21246000,687.0
50.92112000,88.21265000,691.0
50.92098000,88.21268000,694.0
50.92068000,88.21269000,704.0
50.92041000,88.21287000,714.0
50.91973000,88.21343000,733.0
50.91954000,88.21371000,739.0
50.91865000,88.21530000,761.0
50.91779000,88.21649000,790.0
50.91754000,88.21693000,799.0
50.91699000,88.21806000,814.0
50.91685000,88.21827000,818.0
50.91663000,88.21865000,823.0
50.91651000,88.21890000,825.0
50.91630000,88.21924000,831.0
50.91613000,88.21956000,834.0
50.91578000,88.22005000,846.0
50.91558000,88.22045000,850.0
50.91539000,88.22078000,853.0
50.91512000,88.22111000,858.0
50.91505000,88.22121000,859.0
50.91492000,88.22156000,853.0
50.91468000,88.22191000,854.0
50.91462000,88.22204000,855.0
50.91455000,88.22221000,854.0
50.91450000,88.22254000,852.0
50.91444000,88.22267000,853.0
50.91398000,88.22287000,871.0
50.91357000,88.22311000,877.0
50.91347000,88.22314000,878.0
50.91327000,88.22311000,885.0
50.91288000,88.22314000,894.0
50.91257000,88.22333000,891.0
50.91246000,88.22332000,892.0
50.91237000,88.22321000,897.0
50.91225000,88.22315000,901.0
50.91209000,88.22320000,903.0
50.91182000,88.22310000,911.0
50.91174000,88.22311000,912.0
50.91147000,88.22332000,910.0
50.91129000,88.22343000,913.0
50.91100000,88.22374000,919.0
50.91079000,88.22433000,917.0
50.91069000,88.22453000,916.0
50.91065000,88.22455000,917.0
50.91061000,88.22446000,920.0
50.91058000,88.22406000,928.0
50.91057000,88.22349000,942.0
50.91061000,88.22328000,945.0
50.91065000,88.22312000,946.0
50.91071000,88.22301000,946.0
50.91088000,88.22283000,943.0
50.91090000,88.22273000,946.0
50.91087000,88.22264000,951.0
50.91081000,88.22261000,954.0
50.91073000,88.22265000,956.0
50.91060000,88.22281000,954.0
50.91012000,88.22324000,966.0
50.90970000,88.22364000,973.0
50.90945000,88.22380000,978.0
50.90918000,88.22386000,991.0
50.90909000,88.22399000,991.0
50.90902000,88.22414000,990.0
50.90893000,88.22423000,991.0
50.90858000,88.22449000,1000.0
50.90843000,88.22443000,1009.0
50.90830000,88.22442000,1016.0
50.90823000,88.22444000,1018.0
50.90783000,88.22503000,1022.0
50.90779000,88.22504000,1024.0
50.90775000,88.22497000,1028.0
50.90776000,88.22486000,1030.0
50.90781000,88.22476000,1031.0
50.90790000,88.22468000,1028.0
50.90796000,88.22454000,1029.0
50.90804000,88.22427000,1035.0
50.90821000,88.22399000,1039.0
